id,title,text
1279,Transport in Antarctica,9383
1285,Geography of Alabama,11733
1286,List of governors of Alabama,10205
1288,Apocrypha,31638
1291,Antarctic Treaty System,22302
1293,Alfred Lawson,9270
1298,"Ames, Iowa",27100
1300,Abalone,21141
1301,Abbess,8328
1303,Abdominal surgery,5197
1304,Abduction,2235
1305,Abensberg,12952
1306,Arminianism,32476
1307,The Alan Parsons Project,13571
1309,Almost all,6346
1313,Aromatic compound,8543
1315,Abbey,23951
1316,Annales school,27171
1317,Antimatter,27860
1322,Casa Batlló,13440
1324,Park Güell,8809
1325,Casa Milà,25398
1327,Antiparticle,13530
1331,Arabian Prince,5107
1332,August 7,25616
1333,August 8,29214
1334,April 16,29647
1335,Associative property,11612
1336,The Apache Software Foundation,4742
1338,Americans with Disabilities Act of 1990,48414
1344,Apple I,15611
1346,Apatosaurus,39411
1347,Allosaurus,56989
1348,AK-47,46534
1349,Atanasoff–Berry computer,11246
1354,Andes,27737
1356,Ancylopoda,1272
1358,Anchor,38657
1359,Anbar (town),6987
1360,Anazarbus,10499
1361,Anagram,21025
1362,Anadyr (river),3546
1363,André-Marie Ampère,10639
1365,Ammonia,57731
1366,Amethyst,11851
1367,Albertosaurus,30582
1368,Assembly language,46254
1369,Ambrosia,7326
1370,Ambrose,49748
1371,Ambracia,3376
1372,Amber,27727
1373,Amalaric,3357
1374,Alphorn,7784
1376,Army,22190
1380,Alligatoridae,7385
1383,Alder,13279
1384,Amos Bronson Alcott,35303
1386,Arachnophobia,5871
1387,Alabaster,18362
1389,Ahab,9934
1391,ASIC (disambiguation),1158
1392,Dasyproctidae,2002
1394,Algol,10083
1395,Amazing Grace,43224
1397,AOL,49934
1400,Anno Domini,16275
1404,AV,2668
1408,Alcuin,22694
1409,Angilbert,4361
1412,Amine,18675
1416,April 29,27179
1417,August 14,18339
1418,Absolute zero,19750
1419,Adiabatic process,25199
1422,Amide,10331
1423,Animism,35305
1425,Antonio Vivaldi,29722
1428,Adrian,18559
1433,Aare,5667
1435,"Abbotsford, Scottish Borders",6865
1436,Abraham,35207
1437,Abraxas,25771
1438,Absalom,19117
1439,Abydos,541
1440,"Abydos, Egypt",17865
1441,Abydos (Hellespont),14252
1442,August 15,32663
1445,Acacia sensu lato,19541
1446,Acapulco,41778
1448,August 16,28577
1449,Alan Kay,12820
1451,APL (programming language),39551
1453,ALGOL,18326
1456,AWK,23468
1460,Asgard,10398
1461,Apollo program,72713
1466,Assault,29833
1478,Álfheimr,2058
1482,Ask and Embla,8349
1484,Alabama River,3085
1485,Alain de Lille,9848
1486,Alemanni,26338
1488,NYSE American,8482
1490,August 17,28053
1491,August 12,28689
1494,Alfred Russel Wallace,70138
1495,Australian Labor Party,41027
1496,August 18,23214
1497,August 19,26840
1499,August 21,25326
1500,Dodo (Alice's Adventures in Wonderland),4976
1501,Lory (disambiguation),600
1504,Albert,2356
1505,Albert I,1001
1506,Albert II,1304
1507,Albert III,539
1508,"Albert Alcibiades, Margrave of Brandenburg-Kulmbach",3857
1509,Albert the Bear,5982
1513,Albert of Brandenburg,6190
1514,"Albert, Duke of Prussia",13325
1519,August 25,28520
1520,Aachen,47413
1523,Agate,8323
1525,Aspirin,44551
1526,Abner,13712
1527,Ahmed I,15910
1528,Ahmed II,5152
1529,Ahmed III,19132
1530,Ainu people,64248
1536,Acropolis,3402
1537,Acupuncture,73369
1538,Adder,627
1540,Aeneas,21296
1541,April 13,23649
1542,Amaranth,21728
1543,Agapanthus africanus,3575
1544,Agamemnon,24207
1545,Aga Khan I,11423
1546,Aga Khan III,19325
1547,Agasias,331
1548,Alexander Agassiz,9714
1549,Agathon,5984
1550,Agesilaus II,26136
1551,Agis,731
1552,Antonio Agliardi,2642
1553,Agnes of Merania,1935
1556,Agrippina the Elder,27753
1557,Agrippina the Younger,33651
1558,American Chinese cuisine,29978
1559,Ahenobarbus,2532
1560,Ahmad Shah Durrani,24615
1563,Arthur Aikin,3500
1564,Ailanthus,2366
1565,Aimoin,1580
1566,Akkadian Empire,37193
1567,Ajax the Lesser,4784
1568,Ajax the Great,10678
1569,Ajax,4896
1570,Alaric I,28069
1571,Alaric II,6119
1573,Albertus Magnus,26543
1575,Alboin,40949
1576,Afonso de Albuquerque,37643
1577,Alcaeus of Mytilene,18067
1578,Alcamenes,2500
1579,Alcmene,7242
1580,Alcidamas,3513
1581,Aldine Press,12834
1583,Ealdred (Archbishop of York),22507
1585,Alexander I of Epirus,2586
1586,Alexander Balas,8108
1587,Alexander of Pherae,7069
1588,Alexander II of Epirus,1706
1589,Alexander Jagiellon,4608
1592,Alexander III of Russia,34984
1593,Alexander I of Scotland,5918
1594,Alexander II of Scotland,7550
1595,Alexander I of Serbia,7955
1596,Alexander III of Scotland,9449
1597,Alexander of Greece (disambiguation),293
1599,Alexander of Aphrodisias,12625
1600,Severus Alexander,20303
1601,Alexander,19137
1602,Alexander I,923
1603,Alexander II,684
1604,Alexander III,618
1605,Alexander Aetolus,1972
1606,Alexander Jannaeus,13470
1607,Alexander IV,275
1608,Alexander V,152
1612,Alexandrists,1317
1613,Alexios I Komnenos,23412
1614,Alexis (poet),7984
1615,Alexios II Komnenos,4185
1616,Alexios III Angelos,9502
1617,Alexios V Doukas,12335
1620,"Alexei Petrovich, Tsarevich of Russia",11672
1623,Andrew Jackson,112658
1624,Andrew Johnson,88750
1625,Aleksandr Solzhenitsyn,51171
1627,Aberdeen,66844
1628,August 23,29992
1629,August 24,26972
1633,Antipope,19009
1634,Aquaculture,52835
1635,Kolmogorov complexity,25267
1637,Hymn to Proserpine,1408
1638,The Triumph of Time,616
1639,April 28,26192
1640,Alfred the Great,70122
1642,Alessandro Algardi,9243
1643,Alger of Liège,1924
1644,Algiers,35084
1645,Ibn al-Haytham,45390
1647,Alessandro Allori,3842
1649,Almoravid dynasty,39977
1650,Aloe,9073
1652,Alyattes of Lydia,6179
1653,Age of consent,26499
1654,Alypius of Antioch,1343
1655,Amalasuintha,5984
1656,Amalric of Bena,4164
1657,Afonso I of Portugal,16550
1658,Afonso II of Portugal,3691
1659,Afonso III of Portugal,6248
1660,Afonso IV of Portugal,6960
1661,Afonso V of Portugal,8093
1662,Afonso VI of Portugal,4273
1663,Alphonso I of Spain,495
1664,Alfonso II of Asturias,4702
1669,Amarasimha,1758
1676,Alfonso XII,13864
1677,Alfonso XIII,23111
1679,Alfonso the Battler,15891
1680,Amaryllis,7927
1683,Alfonso III of Aragon,2768
1684,Alfonso IV of Aragon,5275
1685,Amasis II,8754
1686,Alfonso V of Aragon,10972
1687,Amathus,9775
1688,Alphons,9275
1689,Alfonso I,528
1690,Amati,6197
1691,Alfonso II,410
1692,Alfonso III,243
1694,Alfonso IV,182
1695,Amazons,35387
1696,Alfonso V,156
1697,Ambergris,9596
1698,Ambiorix,6685
1700,August Wilhelm Ambros,2165
1701,Amazon River,41565
1702,Alfred of Beverley,2527
1710,April 22,18857
1711,August 31,26378
1714,Autpert Ambrose,1114
1715,Abu Bakr,38389
1716,Ambrose Traversari,4628
1717,Ambrosians,6394
1718,Ambrosiaster,6004
1719,Ambrosius Aurelianus,34954
1722,Ammon,15311
1723,Ammonius Hermiae,7236
1724,Ammonius Saccas,7307
1726,Book of Amos,5343
1727,Amphipolis,15509
1728,Amram,4105
1729,Amyntas I of Macedon,1722
1730,Amyntas III of Macedon,4779
1732,Anacharsis,6870
1734,Anah,7611
1735,Ānanda,59082
1737,Anaxagoras,11984
1738,Anaxarchus,3226
1740,Ancyra (planthopper),1287
1742,Anastasius I,222
1743,Anastasius II,225
1746,Anaximenes of Lampsacus,5479
1747,Anastasius,3426
1748,Anaximenes of Miletus,10465
1749,Ancus Marcius,4683
1750,Andaman Islands,23506
1751,Alexander Anderson (mathematician),2629
1752,Andocides,8686
1754,Andrea Andreani,1815
1755,Andrew II of Hungary,30803
1756,An Enquiry Concerning Human Understanding,20315
1758,André de Longjumeau,5872
1759,Andriscus,15588
1760,Andronikos III Palaiologos,9779
1761,Andronikos II Palaiologos,7378
1762,Andronikos I Komnenos,14004
1763,Andronicus of Cyrrhus,1193
1764,Andronicus of Rhodes,2020
1765,Andronicus,1920
1767,Ammianus Marcellinus,12276
1770,Apollo 13,58270
1773,Apollo 7,33650
1774,Apollo 9,31369
1776,Arthritis,21760
1777,April 2,24707
1778,Acetylene,14637
1779,Alfred,1380
1781,August 28,26558
1786,Arabic numerals,10886
1787,April 9,30210
1788,ABM,1017
1789,Apuleius,10591
1790,Alexander Selkirk,14789
1791,Anti-ballistic missile,39641
1793,August 29,25755
1794,August 30,26006
1797,Acre,13776
1799,ATP,1241
1800,Adenosine triphosphate,20461
1802,Ægir,13115
1805,Antibiotic,47887
1806,Arnold Schwarzenegger,79871
1807,ASA,4036
1810,Actium,2386
1812,Amway,42084
1814,Adam Smith,55480
1822,Antoine Lavoisier,46162
1825,Hermann Kolbe,8331
1826,April 18,17434
1827,April 23,27358
1828,Amitabh Bachchan,42649
1832,Allomorph,5900
1834,Allophone,14832
1835,Affix,7471
1837,Allegory,14555
1839,Allotropy,10315
1840,Agathocles of Syracuse,6144
1841,Economy of Alberta,48431
1842,Augustin-Louis Cauchy,26536
1844,Archimedes,38372
1845,Alternative medicine,60684
1847,Archimedean solid,11378
1851,Antiprism,7330
1853,Natural history of Africa,6611
1854,Geography of Africa,26273
1857,Approval voting,38085
1859,Arizona State University,77717
1862,April 14,29046
1864,"Astoria, Oregon",19631
1866,Alarums and Excursions,3830
1869,Alfred Jarry,12761
1870,Amalric,1744
1871,Amalric of Jerusalem,14275
1872,Aimery of Cyprus,17348
1873,Anthemius of Tralles,3074
1874,Absalon,11220
1875,Adhemar of Le Puy,6693
1878,"Alphonse, Count of Poitiers",5838
1879,Alfonso Jordan,4578
1880,Ambroise,2557
1881,Art Deco,74714
1884,ASCII art,26752
1887,Alexius,1922
1890,American English,39232
1893,Albert Spalding,12884
1894,Africa Alphabet,2168
1896,Acquire,6711
1897,Australian English,40778
1902,American Airlines Flight 77,34107
1905,Ambush,12244
1908,Abzyme,3479
1909,Adaptive radiation,22380
1910,Agarose gel electrophoresis,21713
1911,Allele,8075
1912,Ampicillin,11154
1913,Annealing,383
1914,Antimicrobial resistance,56258
1915,Antigen,13088
1916,Autosome,4926
1919,Antwerp (disambiguation),456
1920,Aquila,4013
1921,Al-Qaeda,90965
1923,Alessandro Volta,10776
1924,Argo Navis,6322
1925,Andromeda (mythology),26285
1926,Antlia,10934
1927,Ara (constellation),10020
1928,Auriga,710
1930,Arkansas,66615
1931,Atmosphere (disambiguation),1581
1933,Apus,10122
1934,"Abadan, Iran",13531
1935,Attorney,816
1937,Alexander Fleming,29397
1938,Andrew Carnegie,64159
1939,Approximant,12269
1940,Astronomer Royal,2611
1941,Aeon,3620
1942,Airline,60536
1943,Australian Democrats,25427
1944,Australian Capital Territory,42131
1946,Unit of alcohol,9107
1947,Aotus,428
1948,Ally McBeal,15999
1949,Andreas Capellanus,3801
1950,American Civil Liberties Union,120413
1955,Adobe Inc.,22864
1957,Alexander Technique,18892
1960,Andrea Alciato,2187
1962,Apparent magnitude,25357
1963,Absolute magnitude,20444
1965,Apollo 1,51777
1966,Apollo 10,15621
1967,Apollo 12,38015
1968,Apollo 14,42355
1969,Apollo 15,51561
1970,Apollo 16,52530
1971,Apollo 17,29174
1973,American Revolution,105821
1974,April 17,25116
1975,Alan Ayckbourn,26879
1979,Alpha Centauri,34317
1980,Amiga,50567
1985,Absorption,1744
1986,Actinophryid,7640
1988,Abel Tasman,16484
1990,August 5,30920
1991,Angula,201
1994,ASP,2285
1997,Algebraic geometry,40041
1998,"Austin, Texas",91011
2003,Argument from morality,10839
2004,ASL (disambiguation),2114
2006,Auschwitz concentration camp,83059
2007,Archery,43017
2009,Alvar Aalto,32862
2011,Comparison of American and British English,68226
2014,Atomic semantics,2731
2015,Antarctic Circumpolar Current,11774
2017,Arbor Day,19801
2018,A. J. Ayer,18524
2019,André Weil,10328
2020,Achaeans (Homer),8487
2021,Atle Selberg,5072
2023,Aeschylus,33080
2024,Amber Road,6269
2025,Crandall University,5583
2027,Andrew Wiles,7748
2028,Ambient,844
2029,Anne Brontë,26277
2030,Augustine of Hippo,76049
2032,Acting,20223
2037,Delian League,17345
2038,August Horch,2270
2039,Avionics,17175
2041,Ares,18449
2042,Alexander Grothendieck,34665
2047,Alcoholics Anonymous,31355
2049,Alpha compositing,11241
2052,Array data structure,18831
2053,Advance Australia Fair,18229
2061,Automatic number announcement circuit,24161
2062,Amerigo Vespucci,30046
2063,Aristide Maillol,6730
2064,Antonio Canova,18484
2065,Auguste Rodin,43928
2067,"Ann Arbor, Michigan",40065
2070,Act of Settlement 1701,33363
2075,Aircraft hijacking,30562
2076,Acropolis of Athens,22154
2077,Adam Weishaupt,9678
2078,Acorn Electron,55988
2080,A Fire Upon the Deep,14174
2082,Aeronautics,11874
2083,Auguste and Louis Lumière,11673
2084,Acts of the Apostles,23623
2085,Assyria,108036
2086,Abijah,3449
2087,Ark,4571
2088,Aphasia,45514
2089,Aorta,12945
2093,Abimelech,2271
2099,Andrew Tridgell,4116
2100,Applesoft BASIC,17591
2101,Asterix,35599
2102,Arizona Cardinals,21326
2103,Atlanta Falcons,41699
2104,Heathenry in the United States,8887
2106,Ansible,5771
2108,Adalbert of Prague,10979
2110,Ælfheah of Canterbury,7806
2112,Associative algebra,19149
2113,Axiom of regularity,11897
2114,IBM AIX,25347
2115,AppleTalk,34395
2116,Apple II series,40432
2117,Apple III,21642
2118,AVL tree,27070
2120,Aliphatic compound,2579
2122,Astrology,46470
2123,Abyssinia (disambiguation),999
2125,Algebraic extension,3293
2126,Ani DiFranco,29988
2127,Arene (disambiguation),672
2129,Arizona Diamondbacks,12278
2130,Aesthetics,38752
2134,Ark of the Covenant,29246
2136,Angles,11236
2137,Aster CT-80,17258
2138,Arthur Wellesley,661
2139,Lists of animated television series,1723
2140,Atlanta Braves,69335
2141,Atari ST,50110
2142,List of artificial intelligence projects,9000
2144,Aaliyah,62919
2147,Armour,21002
2148,Armoured fighting vehicle,52632
2151,Anton Drexler,5710
2152,All Quiet on the Western Front,26302
2154,African Americans,91159
2161,Artistic License,3878
2162,Afrikaans,49349
2163,Aeolus,2996
2166,ABC,9168
2167,Alford plea,15442
2170,ABCD,2055
2171,Anti-realism,11316
2174,Arsenal F.C.,47325
2175,American cuisine,119561
2176,Ahmad Shah Massoud,66396
2178,Atlantis,47473
2179,Autobiography,12488
2180,Arcadius,21118
2185,Arabs,85385
2186,Armadillo,12050
2187,Antisemitism in the Arab world,28395
2192,August 11,23140
2193,Arcology,7739
2194,April 5,52892
2195,April 20,20531
2196,April 19,18789
2197,Amstrad CPC,29255
2198,Abdulaziz al-Omari,5166
2201,Aage Bohr,9518
2202,Analytic geometry,19630
2204,Arabic alphabet,37458
2207,Angels in art,12852
2208,Arctic fox,22415
2209,Anglo-Saxon (disambiguation),596
2210,Folklore of the United States,42959
2215,Sid Meier's Alpha Centauri,37410
2216,Abu Sayyaf,56300
2217,Armenian language,41806
2218,Additive synthesis,19327
2219,Aircraft carrier,55048
2221,Apicomplexa,22310
2222,Argentine cuisine,26981
2224,April 8,26342
2226,Ad hominem,17564
2230,Analysis of algorithms,16412
2233,Ælle of Sussex,14641
2234,Atari,20707
2235,Afghan,2712
2236,Acadia University,20344
2237,Steel-string acoustic guitar,13443
2238,Antipope John XXIII,9105
2241,Antonio Salieri,45856
2244,Cobble Hill Tunnel,7744
2245,Annapolis Valley,7531
2246,Analgesic,55454
2250,Abiotic stress,16184
2251,Accusative case,8259
2257,Apostolic succession,68871
2268,Chemistry of ascorbic acid,10791
2273,AFC Ajax,56677
2274,Arthur Eddington,34005
2275,Apple II,19080
2279,April 3,27144
2282,Alexis Korner,11388
2284,Assault gun,8553
2286,Tank destroyer,28159
2287,Armored car (military),14964
2288,Self-propelled anti-aircraft weapon,10072
2289,AZ Alkmaar,27565
2296,Adrenal gland,28458
2299,A360media,12390
2303,Aramaic,64024
2304,Saint Titus,4522
2308,Actinide,68696
2310,Arthur Miller,33500
2313,Anton Diabelli,6258
2314,Anita Hill,21466
2315,August 10,31008
2316,Audio file format,11676
2319,Antipope Victor IV,123
2321,Area 51,43200
2322,Audio signal processing,5776
2323,Amdahl's law,9846
2326,April 27,24606
2328,Ayahuasca,28564
2329,Alfonso Leng,1240
2330,Abbe number,5151
2331,ACN,1171
2332,AD (disambiguation),4630
2333,Ablative case,9746
2335,Adamic language,7610
2338,Rise and Fall of the City of Mahagonny,22334
2339,Avery Hopwood,9918
2340,Antipope Felix II,3532
2341,Alkaloid,27503
2343,Adventism,12217
2345,Archbishop of Canterbury,17655
2346,"Albion, Michigan",6244
2348,Anointing of the sick,28275
2349,Abstract data type,25260
2357,American Football League,49725
2358,A.S. Roma,49055
2360,Abu Nidal Organization,3760
2362,Antibody,48959
2363,Alessandro Scarlatti,10094
2369,Aston Martin,40958
2371,Albert Pike,18470
2372,ALF Tales,2281
2376,Abdul Rashid Dostum,18140
2377,Andhra Pradesh,46558
2380,Accelerated Graphics Port,29180
2381,Andreas Aagesen,1627
2382,Aalen,66243
2383,Alois Alzheimer,8466
2384,Aedile,9202
2386,American Airlines,34286
2388,Antidepressant,49801
2389,Auger effect,3673
2391,Akio Morita,8063
2392,Anode,15328
2393,Analog television,53211
2395,April 11,26735
2396,Adhesive,25389
2397,Anthony Hopkins,37302
2398,Ardal O'Hanlon,8192
2400,Advanced Micro Devices,53569
2402,Albrecht Dürer,35704
2403,Australian rules football,43384
2405,Aon (company),13438
2406,Alban Berg,15276
2408,Analytical chemistry,20371
2411,A cappella,34566
2414,Arrangement,16278
2416,Athanasian Creed,18168
2417,Alicante,22113
2418,August 4,26312
2421,Albrecht Achilles,162
2422,Ann Widdecombe,31608
2425,Aurangzeb,61489
2427,Alexandrine,9083
2428,Analog computer,37786
2429,Audio,1058
2431,Minute and second of arc,16373
2433,Alberto Giacometti,18500
2439,Anthem,23111
2440,Albrecht Altdorfer,14179
2441,House of Ascania,4184
2443,Acceleration,12485
2444,Conservation and restoration of cultural property,26881
2447,Anton Chekhov,33211
2448,Action Against Hunger,4994
2452,AW,1849
2457,Apoptosis,42250
